Gene	sgRNA	time|beta	time|z	time|p-value	time|fdr	time|wald-p-value	time|wald-fdr	common|beta	common|z	common|p-value	common|fdr	common|wald-p-value	common|wald-fdr	BG11_Control|beta	BG11_Control|z	BG11_Control|p-value	BG11_Control|fdr	BG11_Control|wald-p-value	BG11_Control|wald-fdr	BG11_Lys|beta	BG11_Lys|z	BG11_Lys|p-value	BG11_Lys|fdr	BG11_Lys|wald-p-value	BG11_Lys|wald-fdr
nc_sll1464-as	3	-0.00047401	-0.082477	0.92966	0.99804	0.93427	0.96734	-5.9251e-05	-0.082477	0.92966	0.99804	0.93427	0.96734	0.058148	1.7258	0.45682	0.97343	0.084392	0.27458	-0.058208	-1.7272	0.45721	0.97297	0.084126	0.27194
nc_sll0767-as	1	-0.0013937	-0.19464	0.8222	0.99804	0.84567	0.91427	-0.00017421	-0.19464	0.8222	0.99804	0.84567	0.91427	0.081961	1.9597	0.45819	0.97343	0.050027	0.19941	-0.082135	-1.9639	0.46268	0.97509	0.049545	0.19513
nc_slr1849	2	0.0059541	0.82245	0.76163	0.99804	0.41082	0.60751	0.00074426	0.82245	0.76163	0.99804	0.41082	0.60751	0.0031493	0.074411	0.92438	0.99664	0.94068	0.97668	-0.0024051	-0.056824	0.93318	0.99843	0.95469	0.98055
nc_sll0446-as	1	-0.00045387	-0.027158	0.86147	0.99804	0.97833	0.98945	-5.6733e-05	-0.027158	0.86147	0.99804	0.97833	0.98945	0.11722	1.1994	0.34877	0.94939	0.23036	0.47771	-0.11727	-1.1999	0.35268	0.948	0.23017	0.47328
nc_ssr2317	1	-0.038082	-2.0103	0.23877	0.90667	0.044402	0.16462	-0.0047603	-2.0103	0.23877	0.90667	0.044402	0.16462	0.33566	3.0325	0.081477	0.64407	0.0024255	0.027464	-0.34042	-3.0754	0.080305	0.634	0.0021024	0.02418
nc_slr0171-as	1	0.0186	1.2292	0.35033	0.97129	0.21899	0.41915	0.002325	1.2292	0.35033	0.97129	0.21899	0.41915	-0.034584	-0.39099	0.77941	0.99194	0.6958	0.84487	0.036909	0.41726	0.76377	0.99154	0.67649	0.831
nc_ncl0730	1	0.0075108	0.37015	0.7669	0.99804	0.71127	0.82865	0.00093885	0.37015	0.7669	0.99804	0.71127	0.82865	0.050845	0.42758	0.59965	0.99097	0.66896	0.82824	-0.049907	-0.41961	0.60688	0.99154	0.67477	0.8302
nc_slr2132-as	2	-0.00087685	-0.16246	0.87905	0.99804	0.87094	0.92974	-0.00010961	-0.16246	0.87905	0.99804	0.87094	0.92974	-0.010777	-0.34025	0.93923	0.99664	0.73367	0.86316	0.010668	0.33674	0.93572	0.99843	0.73631	0.86371
nc_slr1624	4	-0.0024813	-0.18618	0.84428	0.99804	0.85231	0.91919	-0.00031016	-0.18618	0.84428	0.99804	0.85231	0.91919	0.023477	0.30032	0.71082	0.99194	0.76394	0.88299	-0.023787	-0.30424	0.71258	0.99154	0.76094	0.88048
nc_ncr1640	2	-0.079646	-3.6759	0.042204	0.42353	0.00023697	0.0029653	-0.0099558	-3.6759	0.042204	0.42353	0.00023697	0.0029653	0.18628	1.4551	0.11626	0.70561	0.14565	0.3731	-0.19624	-1.5322	0.10649	0.69693	0.12548	0.34341
nc_sll0065	2	-0.0092648	-0.90536	0.56272	0.99779	0.36527	0.5684	-0.0011581	-0.90536	0.56272	0.99779	0.36527	0.5684	0.20824	3.454	0.092224	0.66106	0.00055228	0.0094535	-0.20939	-3.4716	0.092224	0.66199	0.00051731	0.0087764
nc_sml0003	1	-0.0074141	-1.0732	0.61176	0.99779	0.2832	0.489	-0.00092677	-1.0732	0.61176	0.99779	0.2832	0.489	-0.052018	-1.2892	0.6567	0.99194	0.19734	0.43849	0.051091	1.2662	0.66159	0.99154	0.20544	0.44725
nc_slr0981-as	1	-0.046502	-2.695	0.20711	0.8888	0.0070386	0.046519	-0.0058128	-2.695	0.20711	0.8888	0.0070386	0.046519	0.10805	1.0689	0.37515	0.96048	0.2851	0.53428	-0.11386	-1.1262	0.36186	0.94928	0.26006	0.50671
nc_ncr0060	2	0.0041101	0.32725	0.86518	0.99804	0.74348	0.84933	0.00051376	0.32725	0.86518	0.99804	0.74348	0.84933	-0.16488	-2.2378	0.1483	0.76124	0.025233	0.13047	0.16539	2.2445	0.14752	0.76747	0.024803	0.12784
nc_slr0681-as	1	-0.024994	-2.3552	0.31809	0.95599	0.018512	0.092492	-0.0031242	-2.3552	0.31809	0.95599	0.018512	0.092492	0.10079	1.6231	0.3984	0.96649	0.10458	0.31263	-0.10392	-1.6732	0.39058	0.9637	0.094294	0.29178
nc_slr1511	5	0.1056	1.1405	0.003517	0.077586	0.25407	0.45821	0.013201	1.1405	0.003517	0.077586	0.25407	0.45821	-0.82467	-1.5221	0.0027354	0.090323	0.12799	0.34903	0.83787	1.547	0.0041032	0.11538	0.12186	0.33769
nc_ncl1110	1	0.010905	0.82388	0.6143	0.99779	0.41001	0.6065	0.0013631	0.82388	0.6143	0.99779	0.41001	0.6065	-0.0054177	-0.069962	0.9832	0.99664	0.94422	0.97726	0.0067808	0.087557	0.9959	0.99843	0.93023	0.97043
nc_sll1035-as	3	0.029892	1.3794	0.10121	0.6537	0.16776	0.35834	0.0037365	1.3794	0.10121	0.6537	0.16776	0.35834	0.2074	1.6339	0.05041	0.52653	0.10227	0.30936	-0.20367	-1.6043	0.053927	0.53346	0.10865	0.31667
nc_ncl0110	1	-0.14791	-3.6629	0.039273	0.40606	0.00024937	0.0030828	-0.018489	-3.6629	0.039273	0.40606	0.00024937	0.0030828	-0.54871	-2.3207	0.039078	0.47059	0.020302	0.11403	0.53022	2.2423	0.041227	0.48284	0.024945	0.12815
nc_ncl0310	3	0.015825	2.319	0.29015	0.94593	0.020394	0.098515	0.0019781	2.319	0.29015	0.94593	0.020394	0.098515	-0.071768	-1.795	0.38159	0.96635	0.072648	0.24954	0.073746	1.8443	0.36831	0.94962	0.065133	0.23022
nc_ncr0670	3	0.0084727	1.3302	0.57776	0.99779	0.18346	0.37694	0.0010591	1.3302	0.57776	0.99779	0.18346	0.37694	-0.049424	-1.3235	0.53888	0.98134	0.18566	0.42573	0.050483	1.3517	0.52833	0.98127	0.17646	0.41136
nc_slr0072	2	0.0085199	1.0355	0.63365	0.99804	0.30043	0.50461	0.001065	1.0355	0.63365	0.99804	0.30043	0.50461	-0.0026292	-0.054688	0.98105	0.99664	0.95639	0.98121	0.0036942	0.076837	0.99414	0.99843	0.93875	0.97467
nc_slr1317-as	2	0.026758	2.2004	0.14381	0.77555	0.027782	0.12019	0.0033448	2.2004	0.14381	0.77555	0.027782	0.12019	-0.034189	-0.4804	0.72724	0.99194	0.63094	0.80349	0.037534	0.52736	0.69539	0.99154	0.59795	0.77897
nc_slr1277-as2	4	0.0049668	0.70764	0.73232	0.99804	0.47917	0.66318	0.00062085	0.70764	0.73232	0.99804	0.47917	0.66318	-0.0026779	-0.06487	0.99883	0.99941	0.94828	0.97888	0.0032987	0.07989	0.99004	0.99843	0.93632	0.97328
nc_sll0873-as	1	0.0086567	0.93012	0.72157	0.99804	0.35231	0.55543	0.0010821	0.93012	0.72157	0.99804	0.35231	0.55543	-0.11056	-2.0311	0.35053	0.94939	0.04225	0.1808	0.11164	2.0508	0.34603	0.948	0.04029	0.17299
nc_slr0963	1	0.0084288	0.56274	0.72978	0.99804	0.57361	0.73685	0.0010536	0.56274	0.72978	0.99804	0.57361	0.73685	-0.056394	-0.64193	0.62427	0.99097	0.52092	0.73143	0.057448	0.65377	0.61919	0.99154	0.51326	0.72377
nc_sll1123-as	2	0.025085	1.9638	0.15826	0.80758	0.049555	0.17564	0.0031356	1.9638	0.15826	0.80758	0.049555	0.17564	-0.052444	-0.70088	0.57718	0.98631	0.48338	0.70466	0.05558	0.7427	0.55197	0.98127	0.45766	0.68424
nc_slr1127	1	0.042904	1.7571	0.081086	0.59149	0.078906	0.2305	0.005363	1.7571	0.081086	0.59149	0.078906	0.2305	0.017996	0.12575	0.80324	0.99194	0.89993	0.95707	-0.012633	-0.088264	0.84193	0.99154	0.92967	0.97004
nc_slr0869-as2	5	0.0023917	0.49919	0.85658	0.99804	0.61765	0.76581	0.00029896	0.49919	0.85658	0.99804	0.61765	0.76581	0.0032883	0.11711	0.92263	0.99664	0.90677	0.95925	-0.0029893	-0.10645	0.93142	0.99843	0.91522	0.96256
nc_slr2089-as2	2	0.013155	1.067	0.4322	0.99779	0.28597	0.49213	0.0016443	1.067	0.4322	0.99779	0.28597	0.49213	-0.039915	-0.54831	0.67761	0.99194	0.58348	0.77287	0.041559	0.57068	0.661	0.99154	0.56822	0.76081
nc_slr0534-as	1	0.0096824	0.85723	0.67331	0.99804	0.39132	0.59103	0.0012103	0.85723	0.67331	0.99804	0.39132	0.59103	-0.092853	-1.4074	0.42048	0.96864	0.1593	0.39275	0.094063	1.4258	0.41579	0.9642	0.15393	0.38394
nc_sll1733-as	1	-0.0010785	-0.059393	0.83568	0.99804	0.95264	0.97566	-0.00013481	-0.059393	0.83568	0.99804	0.95264	0.97566	0.019268	0.18104	0.79465	0.99194	0.85634	0.9333	-0.019403	-0.18227	0.79562	0.99154	0.85537	0.93085
nc_slr1325	3	0.022792	1.2612	0.15944	0.80891	0.20725	0.40812	0.002849	1.2612	0.15944	0.80891	0.20725	0.40812	-0.13807	-1.3013	0.17272	0.80396	0.19317	0.4337	0.14092	1.328	0.16745	0.80519	0.18419	0.42027
nc_sll0063	2	0.1052	0.54156	0.014654	0.2193	0.58812	0.74643	0.01315	0.54156	0.014654	0.2193	0.58812	0.74643	-1.2402	-1.0901	0.007034	0.15859	0.27566	0.52601	1.2534	1.1017	0.0068386	0.15695	0.27059	0.51791
nc_ssr0692-as	1	0.1696	0.27152	0.0058617	0.11321	0.78599	0.87679	0.0212	0.27152	0.0058617	0.11321	0.78599	0.87679	-1.5135	-0.41339	0.0048847	0.12438	0.67932	0.83253	1.5347	0.41918	0.0046893	0.12632	0.67508	0.8302
nc_slr0665-as	2	0.0090118	1.3479	0.60903	0.99779	0.17769	0.37028	0.0011265	1.3479	0.60903	0.99779	0.17769	0.37028	-0.069025	-1.7652	0.4617	0.97443	0.077535	0.26004	0.070152	1.7939	0.45174	0.97294	0.072833	0.24834
nc_slr2026-as	2	0.015479	1.3609	0.34525	0.96983	0.17354	0.36539	0.0019348	1.3609	0.34525	0.96983	0.17354	0.36539	-0.083178	-1.25	0.37456	0.96048	0.21128	0.45665	0.085113	1.279	0.36186	0.94928	0.20089	0.44184
nc_slr1938-as	4	0.0087627	1.6519	0.51758	0.99779	0.098558	0.2638	0.0010953	1.6519	0.51758	0.99779	0.098558	0.2638	-0.02213	-0.70996	0.78996	0.99194	0.47773	0.70179	0.023225	0.74495	0.77237	0.99154	0.4563	0.68325
nc_slr1646	5	-0.01038	-1.439	0.53497	0.99779	0.15015	0.33573	-0.0012975	-1.439	0.53497	0.99779	0.15015	0.33573	0.047684	1.1281	0.46014	0.97443	0.25928	0.51015	-0.048981	-1.1586	0.45506	0.97294	0.2466	0.49302
nc_slr1674	3	0.0098196	1.4399	0.51016	0.99779	0.1499	0.33551	0.0012275	1.4399	0.51016	0.99779	0.1499	0.33551	0.060112	1.4976	0.44256	0.97343	0.13423	0.35772	-0.058885	-1.4665	0.45428	0.97294	0.1425	0.3676
nc_sll0646-as	2	0.14836	0.46079	0.0066432	0.12274	0.64495	0.78405	0.018545	0.46079	0.0066432	0.12274	0.64495	0.78405	-1.1123	-0.59064	0.0093787	0.19124	0.55476	0.75565	1.1309	0.60055	0.0091833	0.18577	0.54814	0.7493
nc_ncl1120	1	0.010768	0.67455	0.62095	0.99804	0.49996	0.67872	0.0013459	0.67455	0.62095	0.99804	0.49996	0.67872	0.054896	0.5852	0.5807	0.9877	0.55841	0.75808	-0.05355	-0.57068	0.59007	0.99124	0.56822	0.76081
nc_sll0544-as	5	-0.0057917	-1.3323	0.70496	0.99804	0.18278	0.37646	-0.00072397	-1.3323	0.70496	0.99804	0.18278	0.37647	0.0076067	0.29816	0.87163	0.99664	0.76558	0.88368	-0.0083307	-0.32648	0.86714	0.99329	0.74406	0.86853
nc_sll0735-as	1	0.0573	1.4097	0.05041	0.46824	0.15863	0.34785	0.0071625	1.4097	0.05041	0.46824	0.15863	0.34785	-0.14278	-0.59726	0.25381	0.89601	0.55034	0.75351	0.14995	0.62707	0.23681	0.88726	0.53061	0.73585
nc_slr2141-as	2	0.0047238	0.47508	0.83079	0.99804	0.63473	0.7768	0.00059048	0.47508	0.83079	0.99804	0.63473	0.7768	-0.03864	-0.6638	0.68953	0.99194	0.50682	0.72074	0.03923	0.67388	0.67995	0.99154	0.50039	0.71396
nc_sll0877-as	3	0.013959	2.0679	0.34095	0.96983	0.038648	0.14924	0.0017449	2.0679	0.34095	0.96983	0.038648	0.14924	-0.03836	-0.97177	0.63501	0.99097	0.33117	0.57892	0.040105	1.0159	0.61587	0.99154	0.30967	0.55683
nc_slr0420-as	2	0.00056893	0.0684	0.94959	0.99804	0.94547	0.97226	7.1116e-05	0.0684	0.94959	0.99804	0.94547	0.97226	-0.028186	-0.57415	0.77902	0.99194	0.56587	0.76434	0.028257	0.57542	0.77843	0.99154	0.56501	0.75918
nc_sll0567	3	0.029607	1.7049	0.1018	0.6537	0.088219	0.24727	0.0037009	1.7049	0.1018	0.6537	0.088219	0.24727	-0.070334	-0.69179	0.38961	0.96649	0.48907	0.70828	0.074035	0.72812	0.36635	0.94952	0.46654	0.68898
nc_sll1802-as	2	0.0075907	0.79223	0.67859	0.99804	0.42823	0.62281	0.00094884	0.79223	0.67859	0.99804	0.42823	0.62281	-0.10639	-1.8961	0.26866	0.91167	0.057952	0.21729	0.10734	1.9128	0.2671	0.91204	0.055772	0.21004
nc_ncr0450	1	0.026938	1.2775	0.18542	0.86044	0.20142	0.40018	0.0033673	1.2775	0.18542	0.86044	0.20142	0.40018	-0.20613	-1.6698	0.15572	0.78137	0.09495	0.29427	0.20949	1.697	0.15104	0.76839	0.089703	0.2829
nc_ssr2087-as	1	0.0038783	0.54036	0.93396	0.99804	0.58895	0.74666	0.00048479	0.54036	0.93396	0.99804	0.58895	0.74666	-0.060295	-1.438	0.60434	0.99097	0.15044	0.37911	0.06078	1.4495	0.59945	0.99154	0.1472	0.37388
nc_slr1611-as	1	0.29082	0.046675	0.00078156	0.027778	0.96277	0.98079	0.036352	0.046675	0.00078156	0.027778	0.96277	0.98079	-2.5567	-0.07004	0.00078156	0.038835	0.94416	0.97726	2.5931	0.071037	0.00078156	0.043011	0.94337	0.97609
nc_slr2031	1	-0.074464	-2.2776	0.13247	0.75055	0.02275	0.1059	-0.0093081	-2.2776	0.13247	0.75055	0.02275	0.1059	0.15205	0.79209	0.27022	0.91167	0.42831	0.66366	-0.16136	-0.84033	0.25655	0.90021	0.40072	0.63771
nc_sll1498-as3	5	-0.037269	-4.2931	0.066041	0.53481	1.7623e-05	0.00030472	-0.0046586	-4.2931	0.066041	0.53481	1.7623e-05	0.00030472	0.13424	2.6343	0.086166	0.64948	0.0084321	0.064896	-0.1389	-2.7251	0.078546	0.63208	0.0064273	0.053776
nc_sll1870	2	-0.0033225	-0.32912	0.77003	0.99804	0.74206	0.84908	-0.00041531	-0.32912	0.77003	0.99804	0.74206	0.84908	0.012136	0.2043	0.84584	0.99244	0.83812	0.92287	-0.012551	-0.21124	0.84486	0.99154	0.8327	0.9175
nc_slr0541-as	2	0.031808	2.5982	0.10512	0.6642	0.0093725	0.057654	0.003976	2.5982	0.10512	0.6642	0.0093725	0.057654	0.039748	0.55517	0.62681	0.99097	0.57878	0.77042	-0.035772	-0.49962	0.6651	0.99154	0.61735	0.79152
nc_slr1982	2	0.036164	2.291	0.086948	0.60876	0.021966	0.10344	0.0045205	2.291	0.086948	0.60876	0.021966	0.10344	0.19399	2.1021	0.10707	0.6897	0.035543	0.16155	-0.18947	-2.0531	0.11274	0.70366	0.040066	0.17262
nc_ncl0920	1	0.0085335	0.99784	0.72489	0.99804	0.31836	0.52133	0.0010667	0.99784	0.72489	0.99804	0.31836	0.52133	0.06319	1.2651	0.54123	0.98134	0.20585	0.45004	-0.062124	-1.2437	0.55002	0.98127	0.21361	0.45553
nc_slr1753	4	-0.003919	-0.41179	0.77667	0.99804	0.68049	0.80827	-0.00048987	-0.41179	0.77667	0.99804	0.68049	0.80827	0.073765	1.3182	0.33275	0.94673	0.18742	0.42746	-0.074255	-1.3266	0.33118	0.94429	0.18463	0.42095
nc_slr0552	3	0.016752	1.8162	0.26631	0.93297	0.069345	0.21451	0.002094	1.8162	0.26631	0.93297	0.069345	0.21451	-0.10173	-1.8846	0.25361	0.89601	0.059478	0.2202	0.10382	1.9233	0.24697	0.89533	0.054437	0.20707
nc_sll1691	2	-0.046837	-2.8204	0.14674	0.78077	0.0047961	0.034867	-0.0058547	-2.8204	0.14674	0.78077	0.0047961	0.034867	0.027787	0.2856	0.72352	0.99194	0.77518	0.88935	-0.033642	-0.34574	0.68152	0.99154	0.72954	0.86092
nc_ncr0680	3	-0.0057636	-0.50565	0.69539	0.99804	0.6131	0.76369	-0.00072045	-0.50565	0.69539	0.99804	0.6131	0.76369	0.01247	0.18536	0.82708	0.99194	0.85295	0.93118	-0.013191	-0.196	0.82415	0.99154	0.84461	0.92504
nc_sll1263-as	3	-0.0063757	-0.79061	0.67546	0.99804	0.42917	0.62401	-0.00079696	-0.79061	0.67546	0.99804	0.42917	0.62401	-0.010382	-0.21963	0.92282	0.99664	0.82616	0.91601	0.009585	0.20274	0.92692	0.99843	0.83934	0.92262
nc_slr1790-as	1	0.014311	1.5915	0.47401	0.99779	0.11151	0.28191	0.0017889	1.5915	0.47401	0.99779	0.11151	0.28191	0.06852	1.3034	0.51661	0.98134	0.19244	0.43308	-0.066732	-1.2693	0.52775	0.98127	0.20433	0.44656
nc_sll0163	1	0.011539	0.60123	0.58441	0.99779	0.54769	0.7147	0.0014424	0.60123	0.58441	0.99779	0.54769	0.7147	-0.16929	-1.5068	0.19852	0.8415	0.13187	0.35447	0.17073	1.5194	0.1948	0.8395	0.12866	0.34783
nc_sll0827	2	0.026866	2.0015	0.14244	0.77167	0.045338	0.16627	0.0033583	2.0015	0.14244	0.77167	0.045338	0.16627	-0.13022	-1.6545	0.20614	0.84739	0.09803	0.30104	0.13358	1.6969	0.19617	0.83993	0.089709	0.2829
nc_slr0114	2	0.0036493	0.27802	0.89117	0.99804	0.781	0.87385	0.00045616	0.27802	0.89117	0.99804	0.781	0.87385	-0.14524	-1.8914	0.17409	0.80396	0.058569	0.21846	0.1457	1.8972	0.17272	0.80965	0.057801	0.21387
nc_slr0312	2	0.0052202	0.59558	0.8052	0.99804	0.55146	0.71834	0.00065253	0.59558	0.8052	0.99804	0.55146	0.71834	0.020252	0.39415	0.77784	0.99194	0.69347	0.84364	-0.019599	-0.38139	0.788	0.99154	0.70291	0.84862
nc_sll0898-as	2	0.010818	1.3724	0.52403	0.99779	0.16993	0.36071	0.0013522	1.3724	0.52403	0.99779	0.16993	0.36071	0.081871	1.7746	0.38726	0.96649	0.075958	0.2566	-0.080519	-1.7452	0.40289	0.96419	0.080956	0.26572
nc_ssr1604-as	2	-0.01312	-1.1289	0.47773	0.99779	0.25893	0.4624	-0.0016401	-1.1289	0.47773	0.99779	0.25893	0.4624	-0.18328	-2.6913	0.12876	0.72979	0.0071181	0.058289	0.18164	2.667	0.13072	0.73678	0.0076528	0.059388
nc_ssr0761-as	1	0.013393	1.3807	0.5086	0.99779	0.16737	0.35796	0.0016741	1.3807	0.5086	0.99779	0.16737	0.35796	-0.054858	-0.96774	0.6354	0.99097	0.33317	0.58039	0.056532	0.99723	0.62661	0.99154	0.31865	0.5647
nc_slr0056-as	1	0.010623	1.4085	0.62622	0.99804	0.159	0.34835	0.0013279	1.4085	0.62622	0.99804	0.159	0.34835	-0.050898	-1.1552	0.66589	0.99194	0.248	0.49687	0.052226	1.1853	0.65494	0.99154	0.23588	0.48097
nc_sll1898-as	1	0.0077315	0.66177	0.75635	0.99804	0.50812	0.68301	0.00096643	0.66177	0.75635	0.99804	0.50812	0.68301	-0.12198	-1.7869	0.31165	0.93739	0.073949	0.2525	0.12295	1.801	0.30637	0.93421	0.071698	0.24595
nc_sll1888-as2	1	-0.0063044	-0.72657	0.64967	0.99804	0.46749	0.65462	-0.00078805	-0.72657	0.64967	0.99804	0.46749	0.65462	-0.11608	-2.2885	0.33099	0.94673	0.022106	0.12011	0.11529	2.2729	0.33392	0.94545	0.023033	0.12237
nc_sll1775-as	1	-0.011711	-1.1837	0.49824	0.99779	0.23654	0.43863	-0.0014639	-1.1837	0.49824	0.99779	0.23654	0.43863	0.12933	2.2355	0.31516	0.93739	0.025385	0.13095	-0.13079	-2.2606	0.31438	0.93421	0.023782	0.12481
nc_slr1147-as	3	0.0053355	0.61938	0.74639	0.99804	0.53567	0.70585	0.00066694	0.61938	0.74639	0.99804	0.53567	0.70585	-0.060128	-1.1896	0.45799	0.97343	0.2342	0.48218	0.060794	1.2026	0.45233	0.97294	0.22912	0.47226
nc_ncl1290	1	0.037738	1.2624	0.10121	0.6537	0.20681	0.40756	0.0047172	1.2624	0.10121	0.6537	0.20681	0.40756	-0.13213	-0.75311	0.2798	0.91338	0.45138	0.68006	0.13684	0.77985	0.26729	0.91204	0.43548	0.66689
nc_sll1003	1	-0.0072752	-0.58399	0.61528	0.99779	0.55923	0.72517	-0.0009094	-0.58399	0.61528	0.99779	0.55923	0.72517	-0.098371	-1.3499	0.39859	0.96649	0.17706	0.41479	0.097462	1.3373	0.40172	0.96419	0.18114	0.41778
nc_slr0445-as	2	0.022589	2.3961	0.19363	0.87083	0.016571	0.085534	0.0028236	2.3961	0.19363	0.87083	0.016571	0.085534	-0.077882	-1.4123	0.40485	0.96822	0.15786	0.3905	0.080705	1.4634	0.38648	0.9612	0.14335	0.36924
nc_ncr1630	1	0.013034	0.60572	0.52345	0.99779	0.5447	0.71262	0.0016293	0.60572	0.52345	0.99779	0.5447	0.71262	0.24606	1.9509	0.14635	0.76041	0.051071	0.20184	-0.24443	-1.9377	0.15025	0.76747	0.052663	0.2025
nc_slr1028-as10	1	0.024907	1.6174	0.21512	0.89176	0.1058	0.27437	0.0031134	1.6174	0.21512	0.89176	0.1058	0.27437	0.10067	1.1173	0.39859	0.96649	0.26385	0.51448	-0.097556	-1.0827	0.41325	0.96419	0.27894	0.52583
nc_slr0787	1	0.027652	1.4676	0.17644	0.84486	0.14221	0.32667	0.0034565	1.4676	0.17644	0.84486	0.14221	0.32667	0.18039	1.6379	0.21844	0.86703	0.10145	0.30723	-0.17694	-1.6064	0.22606	0.87652	0.10818	0.3162
nc_slr1393-as	2	-0.0066327	-0.89888	0.63931	0.99804	0.36872	0.57167	-0.00082909	-0.89888	0.63931	0.99804	0.36872	0.57167	-0.022614	-0.51907	0.82845	0.99194	0.60371	0.78305	0.021785	0.49989	0.83314	0.99154	0.61715	0.79152
nc_slr1325-as	4	-0.0027168	-0.33324	0.83431	0.99804	0.73896	0.84741	-0.0003396	-0.33324	0.83431	0.99804	0.73896	0.84741	-0.041084	-0.8596	0.59359	0.99097	0.39001	0.62937	0.040745	0.85241	0.59281	0.99124	0.39399	0.63167
nc_sll0812-as	4	0.017945	2.2186	0.20731	0.8888	0.026512	0.11677	0.0022432	2.2186	0.20731	0.8888	0.026512	0.11677	0.00026699	0.0056295	0.96561	0.99664	0.99551	0.99793	0.0019762	0.041661	0.9959	0.99843	0.96677	0.98657
nc_sll0354-as	1	-0.0014828	-0.1103	0.81829	0.99804	0.91217	0.95304	-0.00018535	-0.1103	0.81829	0.99804	0.91217	0.95304	-0.08382	-1.0659	0.46659	0.97626	0.28646	0.53514	0.083635	1.0635	0.46678	0.97509	0.28757	0.53325
nc_slr1220	5	-0.11765	-6.4709	0	0	9.7394e-11	6.6462e-09	-0.014707	-6.4709	0	0	9.7394e-11	6.6462e-09	-0.23446	-2.1732	0.097304	0.67295	0.029763	0.14385	0.21975	2.0368	0.10707	0.6972	0.041665	0.17696
nc_ncr0890	1	0.0046811	0.38301	0.89312	0.99804	0.70171	0.82236	0.00058514	0.38301	0.89312	0.99804	0.70171	0.82236	0.046586	0.65099	0.62661	0.99097	0.51505	0.72778	-0.046001	-0.64272	0.63111	0.99154	0.5204	0.7295
nc_slr0407	4	0.0050555	0.55918	0.72821	0.99804	0.57604	0.73797	0.00063193	0.55918	0.72821	0.99804	0.57604	0.73797	-0.057595	-1.0834	0.45604	0.97343	0.27862	0.52814	0.058227	1.0951	0.44783	0.97294	0.27347	0.5205
nc_sll1954	1	0.020573	1.9991	0.29601	0.94628	0.045603	0.16707	0.0025716	1.9991	0.29601	0.94628	0.045603	0.16707	-0.0099224	-0.16503	0.9832	0.99664	0.86892	0.94203	0.012494	0.2078	0.9578	0.99843	0.83539	0.91966
nc_slr1366	5	0.023077	3.6818	0.13521	0.75546	0.00023162	0.0029054	0.0028846	3.6818	0.13521	0.75546	0.00023162	0.0029054	0.067979	1.8533	0.31829	0.93739	0.063837	0.22928	-0.065094	-1.7745	0.33998	0.94754	0.075974	0.25432
nc_sll1516	2	-0.0074794	-0.61948	0.61176	0.99779	0.5356	0.70585	-0.00093492	-0.61948	0.61176	0.99779	0.5356	0.70585	0.074335	1.0517	0.42341	0.96914	0.29293	0.54183	-0.07527	-1.0648	0.42438	0.96878	0.28696	0.53289
nc_slr0070	2	0.0078807	1.0087	0.66764	0.99804	0.3131	0.5161	0.00098508	1.0087	0.66764	0.99804	0.3131	0.5161	-0.015373	-0.33555	0.89605	0.99664	0.73721	0.86577	0.016359	0.357	0.88081	0.99646	0.72109	0.85677
nc_sll0295-as2	1	0.016503	1.2021	0.40758	0.99779	0.22934	0.43153	0.0020628	1.2021	0.40758	0.99779	0.22934	0.43153	-0.10872	-1.3555	0.35541	0.94977	0.17524	0.41213	0.11079	1.3812	0.34779	0.948	0.16721	0.40056
nc_ncr0500	1	0.0441	1.8549	0.076788	0.57205	0.063615	0.20311	0.0055125	1.8549	0.076788	0.57205	0.063615	0.20311	-0.035478	-0.25501	0.77296	0.99194	0.79872	0.89902	0.04099	0.29461	0.73017	0.99154	0.76829	0.88561
nc_slr0040-as2	1	-0.012865	-1.1793	0.47499	0.99779	0.23827	0.43987	-0.0016081	-1.1793	0.47499	0.99779	0.23827	0.43987	-0.14473	-2.27	0.24834	0.89601	0.023206	0.12385	0.14312	2.2447	0.25127	0.89917	0.024787	0.12784
nc_slr1516-as	1	0.0055501	0.42622	0.85619	0.99804	0.66995	0.80131	0.00069376	0.42622	0.85619	0.99804	0.66995	0.80131	-0.066294	-0.86982	0.56409	0.98267	0.3844	0.62595	0.066987	0.87882	0.56155	0.98127	0.3795	0.61856
nc_sll1920-as	1	-0.0068957	-0.49444	0.6272	0.99804	0.621	0.76844	-0.00086196	-0.49444	0.6272	0.99804	0.621	0.76844	0.019256	0.23603	0.79504	0.99194	0.81341	0.91015	-0.020118	-0.24657	0.78918	0.99154	0.80524	0.90299
nc_sll1389-as	2	0.01372	1.4941	0.40699	0.99779	0.13514	0.31755	0.0017149	1.4941	0.40699	0.99779	0.13514	0.31755	-0.037116	-0.68989	0.70125	0.99194	0.49027	0.70899	0.038831	0.72168	0.68269	0.99154	0.47049	0.6907
nc_sll0519	2	-0.19687	-6.5709	0.00039078	0.016129	5.0002e-11	3.6044e-09	-0.024608	-6.5709	0.00039078	0.016129	5.0002e-11	3.6044e-09	-0.11192	-0.63427	0.25049	0.89601	0.5259	0.73576	0.087308	0.49469	0.35092	0.948	0.62082	0.79374
